Date,High,Low,Open,Close,Volume,Adj Close,Predictions
6/27/2019,44.58000183,43.47000122,43.88999939,44.56800079,31698500,44.56800079,42.501175
6/28/2019,45.0340004,44.15999985,44.19800186,44.69200134,34257000,44.69200134,42.597862
7/1/2019,46.61999893,45.25600052,46.04199982,45.43399811,41067000,45.43399811,42.688656
7/2/2019,45.83000183,44.44400024,45.77799988,44.90999985,46295000,44.90999985,42.819664
7/3/2019,48.31399918,46.90200043,47.87799835,46.97999954,71005500,46.97999954,42.932316
7/5/2019,47.09000015,46.15999985,46.91400146,46.61999893,35328500,46.61999893,43.16385
7/8/2019,46.45000076,45.73199844,46.2480011,46.06800079,29402500,46.06800079,43.43096
7/9/2019,46.20000076,45.45600128,45.79399872,46.01200104,30954000,46.01200104,43.66446
7/10/2019,47.7879982,46.62799835,46.83000183,47.7840004,45728500,47.7840004,43.85594
7/11/2019,48.29999924,47.15999985,47.62799835,47.72000122,37572000,47.72000122,44.126003
7/12/2019,49.07600021,47.94200134,47.95000076,49.01599884,46002500,49.01599884,44.423454
7/15/2019,50.88399887,48.97200012,49.59999847,50.70000076,55000500,50.70000076,44.804295
7/16/2019,50.70600128,49.58599854,49.86000061,50.47600174,40745000,50.47600174,45.32457
7/17/2019,51.66199875,50.66999817,51.13399887,50.97200012,48823500,50.97200012,45.882286
7/18/2019,51.15000153,50.37799835,51.00999832,50.70800018,23793000,50.70800018,46.457626
7/19/2019,51.99200058,50.92399979,51.13800049,51.63600159,35242000,51.63600159,46.986305
7/22/2019,52.43000031,50.83800125,51.75,51.13600159,34212000,51.13600159,47.510777
7/23/2019,52.09600067,50.90000153,51.34199905,52.0340004,25115500,52.0340004,47.96333
7/24/2019,53.2140007,51.63199997,51.83399963,52.97600174,55364000,52.97600174,48.399364
7/25/2019,46.90000153,45.11000061,46.70000076,45.76399994,112091500,45.76399994,48.85868
7/26/2019,46.05199814,44.45000076,45.38399887,45.60800171,50138500,45.60800171,48.81864
7/29/2019,47.18799973,45.20600128,45.41799927,47.15399933,46366500,47.15399933,48.45264
7/30/2019,48.67200089,46.43600082,46.58000183,48.45199966,40545000,48.45199966,48.010616
7/31/2019,49.33599854,47.33000183,48.59999847,48.3219986,45891000,48.3219986,47.6407
8/1/2019,48.90200043,46.35400009,48.52999878,46.77000046,41297500,46.77000046,47.335094
8/2/2019,47.25400162,45.84600067,46.27000046,46.86800003,30682500,46.86800003,46.987316
8/5/2019,46.27399826,45.15599823,45.91999817,45.66400146,35141500,45.66400146,46.642117
8/6/2019,46.5,45.15000153,46.37599945,46.15000153,27821000,46.15000153,46.24094
8/7/2019,46.7140007,45.15999985,45.29999924,46.68399811,23882500,46.68399811,45.86344
8/8/2019,47.95999908,46.52999878,46.88999939,47.65999985,26371500,47.65999985,45.56239
8/9/2019,47.79199982,46.76200104,47.20999908,47.0019989,19491000,47.0019989,45.395508
8/12/2019,47.15399933,45.75,46.59799957,45.80199814,23319500,45.80199814,45.2805
8/13/2019,47.20000076,45.50999832,45.76200104,47,24240500,47,45.124554
8/14/2019,46.29999924,43.33800125,46.24200058,43.92399979,47813000,43.92399979,45.032337
8/15/2019,44.31200027,42.31000137,44.17200089,43.12799835,40798000,43.12799835,44.780693
8/16/2019,44.44800186,43.20399857,43.33200073,43.98799896,25492500,43.98799896,44.390793
8/19/2019,45.56600189,44.34000015,44.84199905,45.36600113,26548000,45.36600113,43.997902
8/20/2019,45.81800079,44.90800095,45.52399826,45.17200089,20626000,45.17200089,43.723637
8/21/2019,44.64400101,43.52000046,44.40200043,44.16600037,38971500,44.16600037,43.53139
8/22/2019,45.08000183,43.64400101,44.56000137,44.43000031,32795000,44.43000031,43.336685
8/23/2019,44.23400116,42.20000076,43.99399948,42.27999878,42693000,42.27999878,43.17066
8/26/2019,43.00400162,42.30799866,42.72000122,43,25259500,43,42.88988
8/27/2019,43.75999832,42.40599823,43.14799881,42.81600189,27081000,42.81600189,42.603115
8/28/2019,43.45000076,42.4620018,42.73799896,43.11800003,16127500,43.11800003,42.32051
